CodigoExterno,Nombre,CodigoEstado,FechaCierre,Estado,Descripcion,CodigoTipo,TipoConvocatoria,MontoEstimado,Modalidad,Comprador.NombreOrganismo,Comprador.NombreUnidad,Comprador.ComunaUnidad,Comprador.RegionUnidad,Comprador.NombreUsuario,Comprador.CargoUsuario,EmailResponsablePago
5407-56-O125,RELOCALIZADOS LONCOPANGUE ,5,2025-10-07T11:00:00,Activa,RELOCALIZADOS LONCOPANGUE ,1,Público,268262.0,Licitación Privada,Municipalidad de Santiago,Unidad de Compras,Rancagua,Región de Magallanes y de la Antártica Chilena,Fernando Ramírez,Jefe de Compras,fernando.ramírez@municipalidad.cl
5407-57-LP25,DISEÑO CONJUNTO HABITACIONAL EL MORRO TALCAHUANO,5,2025-10-15T11:00:00,Activa,DISEÑO CONJUNTO HABITACIONAL EL MORRO TALCAHUANO,2,Privado,36301.0,Trato Directo,Servicio de Impuestos Internos,Área de Contrataciones,Antofagasta,Región de La Araucanía,Diego Morales,Supervisor de Contratos,diego.morales@municipalidad.cl
5407-58-LQ25,SERVICIO DE RESGUARDO SECTOR MICHAIHUE 716.,5,2025-10-23T10:00:00,Activa,SERVICIO DE RESGUARDO SECTOR MICHAIHUE 716.,3,Mixto,230812.0,Trato Directo,Ministerio de Salud,Departamento de Adquisiciones,Viña del Mar,Región de Tarapacá,María González,Jefe de Compras,maría.gonzález@municipalidad.cl
5407-59-O125,PPP 33 llamado LP26 Laja,5,2025-10-27T15:00:00,Activa,PPP 33 llamado LP26 Laja,3,Mixto,375633.0,Licitación Privada,Servicio de Impuestos Internos,Área de Contrataciones,Providencia,Región de Los Ríos,Carlos Silva,Especialista en Compras,carlos.silva@gob.cl
5407-60-O125,PPP 32 llamado LP32 Laja,5,2025-10-27T15:00:00,Activa,PPP 32 llamado LP32 Laja,2,Privado,1086544.0,Compra Agilizada,Superintendencia de Educación,División de Compras,Maipú,Región del Maule,María González,Analista de Compras,maría.gonzález@gobierno.cl
5407-61-O125,PPP 32 llamado LP34 Hualqui,5,2025-10-27T15:00:00,Activa,PPP 32 llamado LP34 Hualqui,2,Privado,21676.0,Compra Agilizada,Gobierno Regional de Valparaíso,División de Compras,Chillán,Región Metropolitana,Ana Rodríguez,Coordinador de Adquisiciones,ana.rodríguez@municipalidad.cl
5413-116-LP25,SERVICIO DE COBRANZA EXTRAJUDICIAL Y JUDICIAL DE CRÉDITO SOLIDARIO LEY 19.287 PARA DEUDAS CON PRIMCO DEL 2020 A 2021 PARA LA UNIVERSIDAD DE LOS LAGOS,5,2025-10-20T15:30:00,Activa,SERVICIO DE COBRANZA EXTRAJUDICIAL Y JUDICIAL DE CRÉDITO SOLIDARIO LEY 19.287 PARA DEUDAS CON PRIMCO DEL 2020 A 2021 PARA LA UNIVERSIDAD DE LOS LAGOS,3,Mixto,515452.0,Convenio Marco,Gobierno Regional del Biobío,Sección de Licitaciones,Viña del Mar,Región del Libertador General Bernardo O'Higgins,Diego Morales,Administrador de Contratos,diego.morales@gob.cl
5413-117-LE25,EQUIPAMIENTO CARRERA DE KINESIOLOGÍA CAMPUS PUERTO MONTT,5,2025-10-09T17:30:00,Activa,EQUIPAMIENTO CARRERA DE KINESIOLOGÍA CAMPUS PUERTO MONTT,3,Mixto,55398.0,Licitación Pública,Servicio Nacional de Salud,División de Compras,Maipú,Región de Los Lagos,Mónica Herrera,Especialista en Compras,mónica.herrera@municipalidad.cl
5413-123-LP25,CONVENIO DE SUMINISTRO POR SERVICIO DE ARRIENDO DE VEHICULOS PARA EL TRASLADO DE ALUMNOS FUNCIONARIOS E INVITADOS DE LA UNIVERSIDAD DE LOS LAGOS EN OSORNO Y PUERTO MONTT,5,2025-10-16T15:30:00,Activa,CONVENIO DE SUMINISTRO POR SERVICIO DE ARRIENDO DE VEHICULOS PARA EL TRASLADO DE ALUMNOS FUNCIONARIOS E INVITADOS DE LA UNIVERSIDAD DE LOS LAGOS EN OSORNO Y PUERTO MONTT,3,Mixto,373400.0,Licitación Privada,Servicio Nacional de Salud,División de Compras,Chillán,Región del Maule,Juan Pérez,Encargado de Licitaciones,juan.pérez@municipalidad.cl
5413-124-LE25,ADQUISICIÓN DE TAPAS PAJARERAS PARA BALSAS JAULAS DE PISCICULTURA LAGO RUPANCO – UNIVERSIDAD DE LOS LAGO,5,2025-10-16T15:30:00,Activa,ADQUISICIÓN DE TAPAS PAJARERAS PARA BALSAS JAULAS DE PISCICULTURA LAGO RUPANCO – UNIVERSIDAD DE LOS LAGO,2,Privado,71849.0,Licitación Privada,Servicio Nacional del Consumidor,Área de Contrataciones,Ñuñoa,Región de Los Lagos,Juan Pérez,Administrador de Contratos,juan.pérez@gob.cl
5413-125-LE25,ADQUISICIÓN DE FLOTADORES PARA BALSAS JAULAS DE PISCICULTURA LAGO RUPANCO,5,2025-10-06T16:00:00,Activa,ADQUISICIÓN DE FLOTADORES PARA BALSAS JAULAS DE PISCICULTURA LAGO RUPANCO,3,Mixto,775311.0,Compra Agilizada,Servicio de Impuestos Internos,Sección de Licitaciones,Temuco,Región de Los Lagos,María González,Administrador de Contratos,maría.gonzález@gob.cl
5413-126-LE25,COMPRA DE EQUIPAMIENTO. CARRERA DE ENFERMERÍA CAMPUS PUERTO MONTT,5,2025-10-13T15:05:00,Activa,COMPRA DE EQUIPAMIENTO. CARRERA DE ENFERMERÍA CAMPUS PUERTO MONTT,1,Público,346315.0,Convenio Marco,Ministerio de Educación,División de Compras,Temuco,Región del Libertador General Bernardo O'Higgins,Carmen Díaz,Especialista en Compras,carmen.díaz@gobierno.cl
5423-10-LP25,CAMBIO CUBIERTA CENTRO DE ACONDICIONAMIENTO FÍSICO,5,2025-10-22T15:30:00,Activa,CAMBIO CUBIERTA CENTRO DE ACONDICIONAMIENTO FÍSICO,3,Mixto,430762.0,Subasta Inversa,Dirección del Trabajo,Área de Contrataciones,Concepción,Región de Valparaíso,Fernando Ramírez,Jefe de Compras,fernando.ramírez@gob.cl
5423-9-LP25,EQUIPAMIENTO E INSUMOS PARA CARRERA DE TEC. MEDICA,5,2025-10-21T15:30:00,Activa,EQUIPAMIENTO E INSUMOS PARA CARRERA DE TEC. MEDICA,3,Mixto,5908001.0,Licitación Privada,Ministerio de Salud,Departamento de Adquisiciones,Concepción,Región de Antofagasta,Juan Pérez,Administrador de Contratos,juan.pérez@gobierno.cl
5441-10-LE25,GESTIÓN PASAJES INTERNACIONALES Y SEGUROS,5,2025-10-10T15:00:00,Activa,GESTIÓN PASAJES INTERNACIONALES Y SEGUROS,3,Mixto,278934.0,Compra Agilizada,Instituto de Previsión Social,Departamento de Adquisiciones,Punta Arenas,Región de Los Ríos,Juan Pérez,Especialista en Compras,juan.pérez@gobierno.cl
5441-8-LE25,OBRAS GENERALES DE MANTENCIÓN Y REMODELACIÓN,5,2025-10-16T17:00:00,Activa,OBRAS GENERALES DE MANTENCIÓN Y REMODELACIÓN,3,Mixto,147632.0,Licitación Pública,Instituto de Previsión Social,Departamento de Adquisiciones,Maipú,Región del Libertador General Bernardo O'Higgins,Carlos Silva,Analista de Compras,carlos.silva@gob.cl
5441-9-LE25,SUMINISTRO E INSTALACIÓN DE AIRES ACONDICIONADOS,5,2025-10-06T15:00:00,Activa,SUMINISTRO E INSTALACIÓN DE AIRES ACONDICIONADOS,2,Privado,64706.0,Licitación Pública,Servicio de Impuestos Internos,Departamento de Adquisiciones,Ñuñoa,Región de Tarapacá,Juan Pérez,Analista de Compras,juan.pérez@gob.cl
545598-33-LE25,Mantenimiento de Infraestructura de Establecimientos de APS PMI 2025,5,2025-10-06T15:01:00,Activa,Mantenimiento de Infraestructura de Establecimientos de APS PMI 2025,2,Privado,8855.0,Licitación Pública,Municipalidad de Concepción,División de Compras,Santiago,Región del Maule,Ana Rodríguez,Encargado de Licitaciones,ana.rodríguez@gobierno.cl
545774-55-LQ25,CONCESIÓN DE ESTACIONAMIENTO DE ESPACIOS PÚBLICOS,5,2025-10-15T15:30:00,Activa,CONCESIÓN DE ESTACIONAMIENTO DE ESPACIOS PÚBLICOS,1,Público,115284.0,Compra Agilizada,Instituto de Previsión Social,Área de Contrataciones,Santiago,Región del Biobío,María González,Coordinador de Adquisiciones,maría.gonzález@gobierno.cl
545774-58-LE25,ADQUISICIÓN E INSTALACIÓN DE KITS SANITARIOS PARA PERSONAS MAYORES ,5,2025-10-06T15:01:00,Activa,ADQUISICIÓN E INSTALACIÓN DE KITS SANITARIOS PARA PERSONAS MAYORES ,2,Privado,276945.0,Compra Agilizada,Gobierno Regional del Biobío,Departamento de Adquisiciones,Maipú,Región de Valparaíso,Luis Fernández,Jefe de Compras,luis.fernández@gob.cl
545774-61-LR25,MANTENCIÓN SUMINISTRO E INSTALACIÓN DE ELEMENTOS,5,2025-10-06T15:01:00,Activa,MANTENCIÓN SUMINISTRO E INSTALACIÓN DE ELEMENTOS,2,Privado,27371.0,Subasta Inversa,Gobierno Regional del Biobío,Sección de Licitaciones,Concepción,Región de Antofagasta,Ana Rodríguez,Coordinador de Adquisiciones,ana.rodríguez@gob.cl
545774-63-LP25,SERVICIO DE ASEO PARA ED. CONSISTORIAL,5,2025-10-17T15:30:00,Activa,SERVICIO DE ASEO PARA ED. CONSISTORIAL,3,Mixto,322858.0,Subasta Inversa,Ministerio de Salud,Departamento de Adquisiciones,Valparaíso,Región de Atacama,Mónica Herrera,Coordinador de Adquisiciones,mónica.herrera@municipalidad.cl
5472-14-LE25,HABILITACIÓN SONDAJE SSR IÑAQUE-HUILLON,5,2025-10-13T15:30:00,Activa,HABILITACIÓN SONDAJE SSR IÑAQUE-HUILLON,3,Mixto,414485.0,Licitación Privada,Gobierno Regional del Biobío,Departamento de Adquisiciones,Ñuñoa,Región Aysén del General Carlos Ibáñez del Campo,Roberto Martínez,Administrador de Contratos,roberto.martínez@gobierno.cl
5472-15-LE25,TALLER PARA VEHICULOS FISCALES DPR LOS RIOS,5,2025-10-09T16:00:00,Activa,TALLER PARA VEHICULOS FISCALES DPR LOS RIOS,2,Privado,101521.0,Licitación Privada,Municipalidad de Valparaíso,Sección de Licitaciones,Punta Arenas,Región de Tarapacá,Isabel Sánchez,Analista de Compras,isabel.sánchez@municipalidad.cl
5473-2-LE25,SERVICIO DE TELEFONÍA IP DPR ARICA Y PARINACOTA,5,2025-10-06T16:18:00,Activa,SERVICIO DE TELEFONÍA IP DPR ARICA Y PARINACOTA,3,Mixto,5308.0,Licitación Pública,Superintendencia de Educación,Unidad de Compras,Antofagasta,Región del Biobío,María González,Administrador de Contratos,maría.gonzález@gob.cl
547640-20-LE25,MEJORAMIENTO Y HABILITACIÓN SALA RX DENTAL ,5,2025-10-17T15:00:00,Activa,MEJORAMIENTO Y HABILITACIÓN SALA RX DENTAL ,2,Privado,79703.0,Trato Directo,Servicio Nacional de Salud,Departamento de Adquisiciones,Punta Arenas,Región de Los Ríos,Diego Morales,Analista de Compras,diego.morales@gob.cl
5482-102-LR25,CONSERVACIÓN DE VEREDAS AV. IRARRÁZAVAL COMUNA DE ÑUÑOA BIP 40055459,5,2025-11-10T15:00:00,Activa,CONSERVACIÓN DE VEREDAS AV. IRARRÁZAVAL COMUNA DE ÑUÑOA BIP 40055459,1,Público,54842.0,Licitación Pública,Gobierno Regional de Valparaíso,Sección de Licitaciones,Antofagasta,Región de Magallanes y de la Antártica Chilena,Diego Morales,Encargado de Licitaciones,diego.morales@gobierno.cl
5482-104-LR25,CONCESIÓN SERVICIO DE BARRIDO Y LIMPIEZA URBANA,5,2025-10-06T15:00:00,Activa,CONCESIÓN SERVICIO DE BARRIDO Y LIMPIEZA URBANA,3,Mixto,54077.0,Licitación Pública,Instituto de Previsión Social,Unidad de Compras,Ñuñoa,Región Metropolitana,Ana Rodríguez,Analista de Compras,ana.rodríguez@gobierno.cl
5482-105-LR25,SERVICIO DE DESMANCHE Y OTROS,5,2025-10-13T15:15:00,Activa,SERVICIO DE DESMANCHE Y OTROS,1,Público,9812.0,Convenio Marco,Servicio de Impuestos Internos,Sección de Licitaciones,Temuco,Región del Biobío,Isabel Sánchez,Supervisor de Contratos,isabel.sánchez@gobierno.cl
5482-108-LE25,“PRODUCCIÓN Y DESARROLLO Y ACTIVIDADES MASIVAS PARA LAS PERSONAS MAYORES 2025”,5,2025-10-06T15:00:00,Activa,“PRODUCCIÓN Y DESARROLLO Y ACTIVIDADES MASIVAS PARA LAS PERSONAS MAYORES 2025”,2,Privado,96940.0,Licitación Privada,Dirección del Trabajo,Unidad de Compras,La Serena,Región de Los Ríos,Roberto Martínez,Analista de Compras,roberto.martínez@gob.cl
5482-58-LP25,REPOSICIÓN VEREDAS PERIMETRALES distintos sectores,5,2025-10-20T15:00:00,Activa,REPOSICIÓN VEREDAS PERIMETRALES distintos sectores,3,Mixto,29190820.0,Compra Agilizada,Dirección del Trabajo,Departamento de Adquisiciones,Santiago,Región de Atacama,Patricia López,Administrador de Contratos,patricia.lópez@municipalidad.cl
5482-64-LP25,MEJORAMIENTO DE FACHADAS Y CARTELES DE LOCALES COMERCIALES DE VILLA FREI,5,2025-10-20T15:00:00,Activa,MEJORAMIENTO DE FACHADAS Y CARTELES DE LOCALES COMERCIALES DE VILLA FREI,3,Mixto,10398255.0,Subasta Inversa,Servicio Nacional del Consumidor,Departamento de Adquisiciones,Viña del Mar,Región de Antofagasta,Mónica Herrera,Encargado de Licitaciones,mónica.herrera@gob.cl
5482-78-LP25,CONST. DE ELEMENTOS VIALES INCLUSIVOS,5,2025-10-06T15:00:00,Activa,CONST. DE ELEMENTOS VIALES INCLUSIVOS,3,Mixto,133055.0,Convenio Marco,Gobierno Regional del Biobío,Área de Contrataciones,Chillán,Región del Maule,Carlos Silva,Jefe de Compras,carlos.silva@municipalidad.cl
5482-83-LR25,SERVICIO DE ARRIENDO PARA LA IMPLEMENTACIÓN HABILITACIÓN INSTALACIÓN CONFIGURACIÓN Y MANTENCIÓN DE CENTRAL DE MONITOREO DE VIDEOVIGILANCIA CON GESTIÓN INTELIGENCIA ARTIFICIAL DETECCIÓN DE PATRONES DE COMPORTAMIENTO ANALÍTICA Y SITUACIONAL E INTEGRA,5,2025-10-15T20:00:00,Activa,SERVICIO DE ARRIENDO PARA LA IMPLEMENTACIÓN HABILITACIÓN INSTALACIÓN CONFIGURACIÓN Y MANTENCIÓN DE CENTRAL DE MONITOREO DE VIDEOVIGILANCIA CON GESTIÓN INTELIGENCIA ARTIFICIAL DETECCIÓN DE PATRONES DE COMPORTAMIENTO ANALÍTICA Y SITUACIONAL E INTEGRA,2,Privado,28346.0,Trato Directo,Servicio Nacional del Consumidor,Área de Contrataciones,Ñuñoa,Región de Atacama,Juan Pérez,Especialista en Compras,juan.pérez@municipalidad.cl
5482-84-LP25,CONCESIÓN PARA LA INSTALACIÓN Y EXPLOTACIÓN DE PUBLICIDAD EN BNUP,5,2025-11-19T15:00:00,Activa,CONCESIÓN PARA LA INSTALACIÓN Y EXPLOTACIÓN DE PUBLICIDAD EN BNUP,3,Mixto,58320.0,Licitación Pública,Ministerio de Obras Públicas,Unidad de Compras,Temuco,Región de La Araucanía,Mónica Herrera,Administrador de Contratos,mónica.herrera@municipalidad.cl
5482-89-LR25,MEJORAMIENTO SISTEMA DE LUMINARIAS VIALES SECTOR ORIENTE COMUNA DE ÑUÑOA BIP 40036456,5,2025-11-17T15:01:00,Activa,MEJORAMIENTO SISTEMA DE LUMINARIAS VIALES SECTOR ORIENTE COMUNA DE ÑUÑOA BIP 40036456,2,Privado,125767.0,Compra Agilizada,Gobierno Regional del Biobío,Unidad de Compras,Punta Arenas,Región de La Araucanía,Carlos Silva,Analista de Compras,carlos.silva@municipalidad.cl
5482-94-LR25,ADQUISICIÓN DE TARJETAS GIFTCARD DE ALIMENTOS PARA LA MUNICIPALIDAD DE ÑUÑOA 2026,5,2025-10-10T10:00:00,Activa,ADQUISICIÓN DE TARJETAS GIFTCARD DE ALIMENTOS PARA LA MUNICIPALIDAD DE ÑUÑOA 2026,3,Mixto,20660.0,Licitación Pública,Superintendencia de Educación,Sección de Licitaciones,Santiago,Región del Libertador General Bernardo O'Higgins,Isabel Sánchez,Jefe de Compras,isabel.sánchez@gobierno.cl
5482-95-LE25,“SERVICIO DE ASEO DE LOCALES DE VOTACIÓN ELECCIONES PRESIDENCIALES Y PARLAMENTARIAS AÑO 2025 COMUNA DE ÑUÑOA”,5,2025-10-14T10:00:00,Activa,“SERVICIO DE ASEO DE LOCALES DE VOTACIÓN ELECCIONES PRESIDENCIALES Y PARLAMENTARIAS AÑO 2025 COMUNA DE ÑUÑOA”,1,Público,33097.0,Trato Directo,Municipalidad de Concepción,Sección de Licitaciones,Chillán,Región Metropolitana,Diego Morales,Encargado de Licitaciones,diego.morales@municipalidad.cl
5482-96-LP25,“SERVICIO DE REPARACIÓN MONTAJE Y DESMONTAJE DE CÁMARAS SECRETAS MONTAJE DE URNAS  Y HABILITACIÓN MESAS DE VOTACIÓN  ELECCIONES PRESIDENCIALES Y PARLAMENTARIAS AÑO 2025 COMUNA DE ÑUÑOA”,5,2025-10-13T15:01:00,Activa,“SERVICIO DE REPARACIÓN MONTAJE Y DESMONTAJE DE CÁMARAS SECRETAS MONTAJE DE URNAS  Y HABILITACIÓN MESAS DE VOTACIÓN  ELECCIONES PRESIDENCIALES Y PARLAMENTARIAS AÑO 2025 COMUNA DE ÑUÑOA”,3,Mixto,251962.0,Licitación Privada,Fiscalía Nacional,División de Compras,Antofagasta,Región de Coquimbo,Diego Morales,Analista de Compras,diego.morales@gob.cl
5482-97-LE25,“ARRIENDO E INSTALACIÓN DE CARPAS E ILUMINACIÓN PARA LOCALES DE VOTACIÓN   ELECCIONES PRESIDENCIALES Y PARLAMENTARIAS AÑO 2025 COMUNA DE ÑUÑOA”,5,2025-10-13T15:01:00,Activa,“ARRIENDO E INSTALACIÓN DE CARPAS E ILUMINACIÓN PARA LOCALES DE VOTACIÓN   ELECCIONES PRESIDENCIALES Y PARLAMENTARIAS AÑO 2025 COMUNA DE ÑUÑOA”,3,Mixto,785267.0,Convenio Marco,Gobierno Regional de Valparaíso,Área de Contrataciones,Santiago,Región de Magallanes y de la Antártica Chilena,Luis Fernández,Especialista en Compras,luis.fernández@municipalidad.cl
548850-6-L125,"TRABAJOS MENORES EDIFICIO IPS ANTOFAGASTA, CALAMA, TALTAL, TOCOPILLA Y MEJILLONES”  E1/O2/RT9",5,2025-10-06T15:30:00,Activa,"TRABAJOS MENORES EDIFICIO IPS ANTOFAGASTA, CALAMA, TALTAL, TOCOPILLA Y MEJILLONES”  E1/O2/RT9",1,Público,191719.0,Licitación Pública,Municipalidad de Santiago,Área de Contrataciones,Talca,Región de Valparaíso,Fernando Ramírez,Especialista en Compras,fernando.ramírez@gobierno.cl
548868-5-LQ25,SERVICIO DE ASEO IPS LOS LAGOS,5,2025-10-20T15:30:00,Activa,SERVICIO DE ASEO IPS LOS LAGOS,1,Público,295447.0,Licitación Pública,Dirección del Trabajo,División de Compras,Maipú,Región del Biobío,Roberto Martínez,Analista de Compras,roberto.martínez@municipalidad.cl
548874-70-LR25,SER. TELECOMUNICACIONES A NIVEL NACIONAL PARA IPS,5,2025-10-09T15:30:00,Activa,SER. TELECOMUNICACIONES A NIVEL NACIONAL PARA IPS,2,Privado,451817.0,Trato Directo,Servicio Nacional de Salud,Área de Contrataciones,Las Condes,Región de Tarapacá,Carmen Díaz,Jefe de Compras,carmen.díaz@municipalidad.cl
548875-17-LE25,SERVICIO SUMINISTRO MATERIAL IMPRESO PARA DIFUSION,5,2025-10-15T15:30:00,Activa,SERVICIO SUMINISTRO MATERIAL IMPRESO PARA DIFUSION,1,Público,1807970.0,Licitación Privada,Gobierno Regional del Biobío,Área de Contrataciones,Santiago,Región de Atacama,Diego Morales,Administrador de Contratos,diego.morales@municipalidad.cl
5490-2-LQ25,Servicio de Guardias de Seguridad,5,2025-10-13T15:01:00,Activa,Servicio de Guardias de Seguridad,2,Privado,26047.0,Compra Agilizada,Servicio Nacional de Salud,Área de Contrataciones,Las Condes,Región del Biobío,Patricia López,Analista de Compras,patricia.lópez@municipalidad.cl
5512-20-LP25,Adquisición de equipamiento y softwares especializados UTA 24991,5,2025-10-16T16:00:00,Activa,Adquisición de equipamiento y softwares especializados UTA 24991,1,Público,2223513.0,Licitación Privada,Municipalidad de Santiago,División de Compras,Viña del Mar,Región del Libertador General Bernardo O'Higgins,Fernando Ramírez,Coordinador de Adquisiciones,fernando.ramírez@gobierno.cl
5520-56-LE25,SERVICIO DE MANTENCIÓN EQUIPOS AIRE ACONDICIONADO,5,2025-10-09T15:00:00,Activa,SERVICIO DE MANTENCIÓN EQUIPOS AIRE ACONDICIONADO,3,Mixto,691184.0,Licitación Privada,Gobierno Regional de Valparaíso,Sección de Licitaciones,Santiago,Región de Antofagasta,Ana Rodríguez,Especialista en Compras,ana.rodríguez@gob.cl
5520-57-LE25,Servicio Producción de Stand para Ferias y Eventos,5,2025-10-06T17:00:00,Activa,Servicio Producción de Stand para Ferias y Eventos,3,Mixto,124665.0,Trato Directo,Ministerio de Obras Públicas,División de Compras,Providencia,Región Aysén del General Carlos Ibáñez del Campo,Ana Rodríguez,Analista de Compras,ana.rodríguez@municipalidad.cl
5520-58-LE25,Acopio Retiro y Disposición Final Probetas,5,2025-10-07T17:00:00,Activa,Acopio Retiro y Disposición Final Probetas,3,Mixto,176378.0,Convenio Marco,Ministerio de Educación,Unidad de Compras,Rancagua,Región de Coquimbo,Carlos Silva,Coordinador de Adquisiciones,carlos.silva@gob.cl
5520-59-LE25,SERVICIO DE ARRIENDO DE COMPRESORES,5,2025-10-13T17:00:00,Activa,SERVICIO DE ARRIENDO DE COMPRESORES,1,Público,792857.0,Subasta Inversa,Superintendencia de Educación,División de Compras,Antofagasta,Región de Coquimbo,Fernando Ramírez,Especialista en Compras,fernando.ramírez@gobierno.cl
552578-23-LP25,CONCESION SERVICIO APARCADERO MUNICIPALIDAD DE SAN RAFAEL,5,2025-10-06T18:00:00,Activa,CONCESION SERVICIO APARCADERO MUNICIPALIDAD DE SAN RAFAEL,2,Privado,73687.0,Trato Directo,Dirección del Trabajo,Unidad de Compras,Antofagasta,Región Metropolitana,Fernando Ramírez,Encargado de Licitaciones,fernando.ramírez@gobierno.cl
552578-25-LP25,MEJORAMIENTO ÁREA VERDE SECTOR COOPERATIVA,5,2025-10-06T15:00:00,Activa,MEJORAMIENTO ÁREA VERDE SECTOR COOPERATIVA,3,Mixto,201605.0,Trato Directo,Municipalidad de Concepción,División de Compras,Maipú,Región de Los Ríos,Luis Fernández,Jefe de Compras,luis.fernández@gob.cl
552757-7-LP25,Banqueteria y Local Para “Jornada Regional Mejoría De La Equidad En Salud Rural 2025”,5,2025-10-15T17:42:00,Activa,Banqueteria y Local Para “Jornada Regional Mejoría De La Equidad En Salud Rural 2025”,3,Mixto,267868.0,Licitación Privada,Ministerio de Educación,Unidad de Compras,Talca,Región de Tarapacá,María González,Supervisor de Contratos,maría.gonzález@gob.cl
552975-80-LE25,ARRIENDO DE PLATAFORMA DE GESTIÓN ESCOLAR INTEGRAL,5,2025-10-13T16:00:00,Activa,ARRIENDO DE PLATAFORMA DE GESTIÓN ESCOLAR INTEGRAL,3,Mixto,96684.0,Licitación Pública,Ministerio de Educación,Sección de Licitaciones,Valparaíso,Región de Coquimbo,Carlos Silva,Encargado de Licitaciones,carlos.silva@gobierno.cl
553368-8-LQ25,SERVICIOS EN PRENSA ESCRITA DIGITAL Y RADIO,5,2025-10-16T16:00:00,Activa,SERVICIOS EN PRENSA ESCRITA DIGITAL Y RADIO,2,Privado,12544.0,Subasta Inversa,Municipalidad de Concepción,Sección de Licitaciones,Antofagasta,Región del Biobío,Mónica Herrera,Jefe de Compras,mónica.herrera@municipalidad.cl
5538-19-LE25,ADQUISICIÓN DE MATERIAL NO FUNGIBLE 2025,5,2025-10-15T17:00:00,Activa,ADQUISICIÓN DE MATERIAL NO FUNGIBLE 2025,2,Privado,81537.0,Licitación Privada,Superintendencia de Educación,Departamento de Adquisiciones,Santiago,Región del Libertador General Bernardo O'Higgins,Mónica Herrera,Analista de Compras,mónica.herrera@gobierno.cl
5539-24-L125,Mantención de Áreas Verdes y Plantas de Interior,5,2025-10-14T13:00:00,Activa,Mantención de Áreas Verdes y Plantas de Interior,3,Mixto,19683.0,Compra Agilizada,Gobierno Regional del Biobío,División de Compras,Talca,Región del Biobío,Ana Rodríguez,Coordinador de Adquisiciones,ana.rodríguez@gob.cl
5539-26-LE25,IMPRESIÓN HOJAS DE RESPUESTA PAES INVIERNO 2027,5,2025-10-07T16:00:00,Activa,IMPRESIÓN HOJAS DE RESPUESTA PAES INVIERNO 2027,1,Público,558689.0,Convenio Marco,Gobierno Regional del Biobío,División de Compras,Providencia,Región del Biobío,Patricia López,Analista de Compras,patricia.lópez@municipalidad.cl
5539-27-LQ25,Servicio de Impresión de Folletos Invierno ,5,2025-10-16T16:00:00,Activa,Servicio de Impresión de Folletos Invierno ,2,Privado,5296171.0,Trato Directo,Gobierno Regional del Biobío,Sección de Licitaciones,Valparaíso,Región de Los Lagos,María González,Supervisor de Contratos,maría.gonzález@gobierno.cl
5539-29-LE25,SERVICIO DE SUMINISTRO DE TÓNERS Y CONSUMIBLES,5,2025-10-07T16:00:00,Activa,SERVICIO DE SUMINISTRO DE TÓNERS Y CONSUMIBLES,3,Mixto,5738424.0,Licitación Privada,Servicio de Impuestos Internos,Sección de Licitaciones,Concepción,Región de Atacama,Carmen Díaz,Administrador de Contratos,carmen.díaz@gobierno.cl
5539-30-LE25,Aplicación Web de Traducción en Línea,5,2025-10-07T16:00:00,Activa,Aplicación Web de Traducción en Línea,1,Público,282041.0,Subasta Inversa,Municipalidad de Santiago,Unidad de Compras,Las Condes,Región de Atacama,Patricia López,Jefe de Compras,patricia.lópez@gob.cl
5539-31-LE25,RENOVACIÓN DE LICENCIAS DE SOFTWARE,5,2025-10-07T16:00:00,Activa,RENOVACIÓN DE LICENCIAS DE SOFTWARE,1,Público,201579.0,Compra Agilizada,Fiscalía Nacional,Unidad de Compras,Rancagua,Región de Los Lagos,Carmen Díaz,Analista de Compras,carmen.díaz@gob.cl
5539-33-LP25,IMPRESIÓN HOJAS RESPUESTA PAES VERANO ADM 2027,5,2025-10-21T16:00:00,Activa,IMPRESIÓN HOJAS RESPUESTA PAES VERANO ADM 2027,3,Mixto,401604.0,Licitación Privada,Instituto de Previsión Social,Departamento de Adquisiciones,Las Condes,Región del Libertador General Bernardo O'Higgins,Ana Rodríguez,Coordinador de Adquisiciones,ana.rodríguez@municipalidad.cl
5558-18-LE25,Compra de insumos para capacitación.,5,2025-10-13T16:00:00,Activa,Compra de insumos para capacitación.,3,Mixto,57381.0,Subasta Inversa,Municipalidad de Concepción,Unidad de Compras,Antofagasta,Región de Atacama,Isabel Sánchez,Administrador de Contratos,isabel.sánchez@municipalidad.cl
5561-6-LE25,E1O2RT9 CONSULTORIA 10 PLANES DE MANEJO SIRDS,5,2025-10-10T15:00:00,Activa,E1O2RT9 CONSULTORIA 10 PLANES DE MANEJO SIRDS,1,Público,37390.0,Compra Agilizada,Ministerio de Obras Públicas,Área de Contrataciones,Rancagua,Región de Valparaíso,Roberto Martínez,Supervisor de Contratos,roberto.martínez@gobierno.cl
556372-1-LP25,PP 133 TARJETAS DE NAVIDAD GIFT CARD. E1O2RT9,5,2025-10-14T15:00:00,Activa,PP 133 TARJETAS DE NAVIDAD GIFT CARD. E1O2RT9,1,Público,65922.0,Compra Agilizada,Servicio Nacional de Salud,Sección de Licitaciones,Chillán,Región Metropolitana,Luis Fernández,Supervisor de Contratos,luis.fernández@gobierno.cl
